frame_id,label,class_id,surgical_content_ratio,surgery_proportion,tool_proportion,non_surgery_proportion
EGrBFKnq84_EGrBFKnq84_frame_0125.jpg,Highly Informative,2,0.9778,0.9104,0.0674,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0126.jpg,Highly Informative,2,0.9778,0.9049,0.0728,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0127.jpg,Highly Informative,2,0.9778,0.9218,0.0559,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0128.jpg,Highly Informative,2,0.9778,0.9194,0.0583,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0129.jpg,Highly Informative,2,0.9778,0.8839,0.0939,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0130.jpg,Highly Informative,2,0.9778,0.8974,0.0804,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0131.jpg,Highly Informative,2,0.9778,0.8985,0.0793,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0132.jpg,Highly Informative,2,0.9778,0.8877,0.0901,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0133.jpg,Highly Informative,2,0.9778,0.8746,0.1032,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0134.jpg,Highly Informative,2,0.9778,0.8899,0.0878,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0135.jpg,Highly Informative,2,0.9778,0.8844,0.0933,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0136.jpg,Highly Informative,2,0.9778,0.9142,0.0635,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0137.jpg,Highly Informative,2,0.9778,0.9313,0.0464,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0138.jpg,Highly Informative,2,0.9778,0.937,0.0407,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0139.jpg,Highly Informative,2,0.9778,0.9548,0.023,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0140.jpg,Highly Informative,2,0.9778,0.9382,0.0396,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0141.jpg,Highly Informative,2,0.9778,0.9279,0.0498,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0142.jpg,Highly Informative,2,0.9778,0.9119,0.0658,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0143.jpg,Highly Informative,2,0.9778,0.9428,0.035,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0144.jpg,Highly Informative,2,0.9778,0.9322,0.0456,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0145.jpg,Highly Informative,2,0.9778,0.9426,0.0352,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0146.jpg,Highly Informative,2,0.9778,0.9069,0.0709,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0147.jpg,Highly Informative,2,0.9778,0.9585,0.0192,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0148.jpg,Highly Informative,2,0.9778,0.9064,0.0714,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0149.jpg,Highly Informative,2,0.9778,0.8867,0.0911,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0150.jpg,Highly Informative,2,0.9778,0.8962,0.0816,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0151.jpg,Highly Informative,2,0.9778,0.8743,0.1034,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0152.jpg,Highly Informative,2,0.9778,0.8727,0.105,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0153.jpg,Highly Informative,2,0.9778,0.8938,0.0839,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0154.jpg,Highly Informative,2,0.9778,0.888,0.0898,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0155.jpg,Highly Informative,2,0.9778,0.8827,0.0951,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0156.jpg,Highly Informative,2,0.9778,0.8974,0.0803,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0157.jpg,Highly Informative,2,0.9778,0.88,0.0978,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0158.jpg,Highly Informative,2,0.9778,0.8728,0.1049,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0159.jpg,Highly Informative,2,0.9778,0.9379,0.0399,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0160.jpg,Highly Informative,2,0.9778,0.9778,0,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0161.jpg,Highly Informative,2,0.9778,0.945,0.0327,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0162.jpg,Highly Informative,2,0.9778,0.9121,0.0656,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0163.jpg,Highly Informative,2,0.9778,0.9234,0.0544,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0164.jpg,Highly Informative,2,0.9778,0.9286,0.0492,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0165.jpg,Highly Informative,2,0.9778,0.8941,0.0837,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0166.jpg,Highly Informative,2,0.9778,0.8978,0.08,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0167.jpg,Highly Informative,2,0.9778,0.9123,0.0654,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0168.jpg,Highly Informative,2,0.9778,0.9431,0.0346,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0169.jpg,Highly Informative,2,0.9778,0.9074,0.0704,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0170.jpg,Highly Informative,2,0.9778,0.9345,0.0432,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0171.jpg,Highly Informative,2,0.9778,0.9345,0.0433,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0172.jpg,Highly Informative,2,0.9778,0.9328,0.045,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0173.jpg,Highly Informative,2,0.9778,0.9286,0.0491,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0174.jpg,Highly Informative,2,0.9778,0.9386,0.0392,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0175.jpg,Highly Informative,2,0.9778,0.9367,0.0411,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0176.jpg,Highly Informative,2,0.9778,0.9271,0.0506,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0177.jpg,Highly Informative,2,0.9778,0.9247,0.053,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0178.jpg,Highly Informative,2,0.9778,0.9205,0.0572,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0179.jpg,Highly Informative,2,0.9778,0.9255,0.0523,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0180.jpg,Highly Informative,2,0.9778,0.9319,0.0458,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0181.jpg,Highly Informative,2,0.9778,0.9374,0.0403,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0182.jpg,Highly Informative,2,0.9778,0.9344,0.0434,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0183.jpg,Highly Informative,2,0.9778,0.9071,0.0707,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0184.jpg,Highly Informative,2,0.9778,0.8862,0.0916,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0185.jpg,Highly Informative,2,0.9778,0.9079,0.0699,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0186.jpg,Highly Informative,2,0.9778,0.9122,0.0656,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0187.jpg,Highly Informative,2,0.9778,0.8874,0.0903,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0188.jpg,Highly Informative,2,0.9778,0.8912,0.0865,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0189.jpg,Highly Informative,2,0.9778,0.8963,0.0815,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0190.jpg,Highly Informative,2,0.9778,0.8906,0.0871,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0191.jpg,Highly Informative,2,0.9778,0.8793,0.0985,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0192.jpg,Highly Informative,2,0.9778,0.9042,0.0736,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0193.jpg,Highly Informative,2,0.9778,0.8891,0.0886,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0194.jpg,Highly Informative,2,0.9778,0.8917,0.0861,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0195.jpg,Highly Informative,2,0.9778,0.8918,0.086,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0196.jpg,Highly Informative,2,0.9778,0.891,0.0868,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0197.jpg,Highly Informative,2,0.9778,0.9158,0.062,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0198.jpg,Highly Informative,2,0.9778,0.8712,0.1066,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0199.jpg,Highly Informative,2,0.9778,0.8687,0.109,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0200.jpg,Highly Informative,2,0.9778,0.8676,0.1102,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0201.jpg,Highly Informative,2,0.9778,0.8704,0.1074,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0202.jpg,Highly Informative,2,0.9778,0.874,0.1038,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0203.jpg,Highly Informative,2,0.9778,0.8956,0.0822,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0204.jpg,Highly Informative,2,0.9778,0.9046,0.0732,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0205.jpg,Highly Informative,2,0.9778,0.8893,0.0885,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0206.jpg,Highly Informative,2,0.9778,0.8753,0.1025,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0207.jpg,Highly Informative,2,0.9778,0.895,0.0828,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0208.jpg,Highly Informative,2,0.9778,0.9237,0.0541,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0209.jpg,Highly Informative,2,0.9778,0.8816,0.0962,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0210.jpg,Highly Informative,2,0.9778,0.9259,0.0519,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0211.jpg,Highly Informative,2,0.9778,0.8938,0.084,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0212.jpg,Highly Informative,2,0.9778,0.9097,0.0681,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0213.jpg,Highly Informative,2,0.9778,0.928,0.0498,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0214.jpg,Highly Informative,2,0.9778,0.9049,0.0728,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0215.jpg,Highly Informative,2,0.9778,0.9362,0.0415,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0216.jpg,Highly Informative,2,0.9778,0.9096,0.0681,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0217.jpg,Highly Informative,2,0.9778,0.9205,0.0572,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0218.jpg,Highly Informative,2,0.9778,0.9144,0.0634,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0219.jpg,Highly Informative,2,0.9778,0.8985,0.0793,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0220.jpg,Highly Informative,2,0.9778,0.9115,0.0663,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0221.jpg,Highly Informative,2,0.9778,0.9221,0.0557,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0222.jpg,Highly Informative,2,0.9778,0.9118,0.0659,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0223.jpg,Highly Informative,2,0.9778,0.9054,0.0724,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0224.jpg,Highly Informative,2,0.9778,0.9423,0.0355,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0225.jpg,Highly Informative,2,0.9778,0.9266,0.0512,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0226.jpg,Highly Informative,2,0.9778,0.8956,0.0821,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0227.jpg,Highly Informative,2,0.9778,0.9083,0.0694,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0228.jpg,Highly Informative,2,0.9778,0.9147,0.0631,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0229.jpg,Highly Informative,2,0.9778,0.9531,0.0247,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0230.jpg,Highly Informative,2,0.9778,0.9231,0.0546,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0231.jpg,Highly Informative,2,0.9778,0.9094,0.0684,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0232.jpg,Highly Informative,2,0.9778,0.9066,0.0712,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0233.jpg,Highly Informative,2,0.9778,0.9264,0.0514,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0234.jpg,Highly Informative,2,0.9778,0.9391,0.0387,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0235.jpg,Highly Informative,2,0.9778,0.9268,0.0509,0.0222
EGrBFKnq84_EGrBFKnq84_frame_0236.jpg,Highly Informative,2,0.9778,0.9308,0.047,0.0222
